"","Reporting unit","Reporting unit type","State","Peer group","Time period","Patient cohort","Number of patients","Percentage of patients seen on time","Peer group average"
"2466","Rosebud Hospital","Hospital","Vic","Medium metropolitan hospitals","2013–14","Urgent",7260,82,"68%"
"2467","Rosebud Hospital","Hospital","Vic","Medium metropolitan hospitals","2014–15","Urgent",7840,84,"66%"
"2468","Rosebud Hospital","Hospital","Vic","Medium metropolitan hospitals","2015–16","Urgent",8319,86,"65%"
"2469","Rosebud Hospital","Hospital","Vic","Medium metropolitan hospitals","2016–17","Urgent",7817,88,"65%"
"2470","Rosebud Hospital","Hospital","Vic","Medium metropolitan hospitals","2017–18","Urgent",8072,83,"63%"
"2471","Rosebud Hospital","Hospital","Vic","Medium metropolitan hospitals","2018–19","Urgent",8266,86,"63%"
"2472","Rosebud Hospital","Hospital","Vic","Medium metropolitan hospitals","2019–20","Urgent",8584,83,"67%"
"2473","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2011–12","Emergency",169,93,"79%"
"2474","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2012–13","Emergency",451,91,"81%"
"2475","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2013–14","Emergency",464,95,"83%"
"2476","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2014–15","Emergency",284,93,"80%"
"2477","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2015–16","Emergency",284,97,"77%"
"2478","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2016–17","Emergency",243,91,"79%"
"2479","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2017–18","Emergency",262,95,"77%"
"2480","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2018–19","Emergency",418,85,"75%"
"2481","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2019–20","Emergency",444,86,"71%"
"2482","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2011–12","Non-Urgent",3292,89,"91%"
"2483","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2012–13","Non-Urgent",2653,91,"92%"
"2484","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2013–14","Non-Urgent",4262,95,"92%"
"2485","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2014–15","Non-Urgent",5582,86,"91%"
"2486","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2015–16","Non-Urgent",5827,87,"91%"
"2487","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2016–17","Non-Urgent",6254,90,"90%"
"2488","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2017–18","Non-Urgent",6264,88,"90%"
"2489","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2018–19","Non-Urgent",6268,87,"89%"
"2490","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2019–20","Non-Urgent",4779,90,"90%"
"2491","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2011–12","Resuscitation",10,100,"99%"
"2492","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2012–13","Resuscitation",35,100,"100%"
"2493","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2013–14","Resuscitation",27,100,"100%"
"2494","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2014–15","Resuscitation",22,100,"99%"
"2495","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2015–16","Resuscitation",15,100,"100%"
"2496","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2016–17","Resuscitation",38,100,"100%"
"2497","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2017–18","Resuscitation",30,100,"100%"
"2498","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2018–19","Resuscitation",56,100,"100%"
"2499","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2019–20","Resuscitation",55,100,"100%"
"2500","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2011–12","Semi-Urgent",13381,67,"69%"
"2501","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2012–13","Semi-Urgent",13370,66,"71%"
"2502","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2013–14","Semi-Urgent",12653,77,"74%"
"2503","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2014–15","Semi-Urgent",11412,68,"73%"
"2504","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2015–16","Semi-Urgent",10816,68,"72%"
"2505","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2016–17","Semi-Urgent",10484,72,"73%"
"2506","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2017–18","Semi-Urgent",9527,74,"72%"
"2507","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2018–19","Semi-Urgent",8563,74,"71%"
"2508","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2019–20","Semi-Urgent",8965,80,"74%"
"2509","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2011–12","Urgent",8396,86,"67%"
"2510","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2012–13","Urgent",9473,84,"66%"
"2511","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2013–14","Urgent",9937,87,"68%"
"2512","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2014–15","Urgent",9546,85,"66%"
"2513","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2015–16","Urgent",10393,83,"65%"
"2514","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2016–17","Urgent",10237,83,"65%"
"2515","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2017–18","Urgent",10062,86,"63%"
"2516","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2018–19","Urgent",10380,90,"63%"
"2517","Royal Women's Hospital [Parkville]","Hospital","Vic","Medium metropolitan hospitals","2019–20","Urgent",11310,90,"67%"
"2518","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2011–12","Emergency",1959,84,"79%"
"2519","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2012–13","Emergency",1783,89,"81%"
"2520","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2013–14","Emergency",1850,81,"83%"
"2521","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2014–15","Emergency",2156,73,"80%"
"2522","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2015–16","Emergency",2002,64,"77%"
"2523","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2016–17","Emergency",2360,73,"79%"
"2524","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2017–18","Emergency",2531,81,"77%"
"2525","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2018–19","Emergency",2391,84,"75%"
"2526","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2019–20","Emergency",2535,82,"71%"
"2527","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2011–12","Non-Urgent",3535,93,"91%"
"2528","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2012–13","Non-Urgent",4246,94,"92%"
"2529","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2013–14","Non-Urgent",4735,92,"92%"
"2530","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2014–15","Non-Urgent",2682,94,"91%"
"2531","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2015–16","Non-Urgent",2503,93,"91%"
"2532","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2016–17","Non-Urgent",2011,95,"90%"
"2533","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2017–18","Non-Urgent",2782,97,"90%"
"2534","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2018–19","Non-Urgent",1507,94,"89%"
"2535","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2019–20","Non-Urgent",1460,93,"90%"
"2536","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2011–12","Resuscitation",29,100,"99%"
"2537","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2012–13","Resuscitation",24,100,"100%"
"2538","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2013–14","Resuscitation",45,100,"100%"
"2539","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2014–15","Resuscitation",29,100,"99%"
"2540","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2015–16","Resuscitation",33,100,"100%"
"2541","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2016–17","Resuscitation",56,100,"100%"
"2542","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2017–18","Resuscitation",26,100,"100%"
"2543","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2018–19","Resuscitation",19,100,"100%"
"2544","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2019–20","Resuscitation",28,100,"100%"
"2545","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2011–12","Semi-Urgent",15426,74,"69%"
"2546","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2012–13","Semi-Urgent",15912,76,"71%"
"2547","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2013–14","Semi-Urgent",15805,74,"74%"
"2548","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2014–15","Semi-Urgent",14986,75,"73%"
"2549","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2015–16","Semi-Urgent",15980,67,"72%"
"2550","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2016–17","Semi-Urgent",18092,78,"73%"
"2551","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2017–18","Semi-Urgent",19027,86,"72%"
"2552","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2018–19","Semi-Urgent",16948,84,"71%"
"2553","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2019–20","Semi-Urgent",15673,84,"74%"
"2554","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2011–12","Urgent",9781,78,"67%"
"2555","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2012–13","Urgent",8950,82,"66%"
"2556","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2013–14","Urgent",9434,79,"68%"
"2557","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2014–15","Urgent",9603,70,"66%"
"2558","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2015–16","Urgent",9275,62,"65%"
"2559","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2016–17","Urgent",10234,74,"65%"
"2560","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2017–18","Urgent",11251,84,"63%"
"2561","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2018–19","Urgent",11622,82,"63%"
"2562","Sandringham Hospital","Hospital","Vic","Medium metropolitan hospitals","2019–20","Urgent",11626,82,"67%"
"2563","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2011–12","Emergency",1393,77,"80%"
"2564","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2012–13","Emergency",1407,75,"83%"
"2565","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2013–14","Emergency",1515,92,"85%"
"2566","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2014–15","Emergency",1667,93,"83%"
"2567","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2015–16","Emergency",1860,90,"83%"
"2568","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2016–17","Emergency",1970,92,"81%"
"2569","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2017–18","Emergency",2206,90,"80%"
"2570","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2018–19","Emergency",2433,90,"79%"
"2571","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2019–20","Emergency",2595,90,"77%"
"2572","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2011–12","Non-Urgent",1570,89,"88%"
"2573","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2012–13","Non-Urgent",1253,91,"90%"
"2574","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2013–14","Non-Urgent",846,94,"91%"
"2575","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2014–15","Non-Urgent",841,92,"92%"
"2576","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2015–16","Non-Urgent",866,93,"92%"
"2577","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2016–17","Non-Urgent",1464,92,"91%"
"2578","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2017–18","Non-Urgent",1173,91,"91%"
"2579","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2018–19","Non-Urgent",1248,90,"91%"
"2580","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2019–20","Non-Urgent",1470,91,"92%"
"2581","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2011–12","Resuscitation",41,100,"100%"
"2582","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2012–13","Resuscitation",38,100,"100%"
"2583","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2013–14","Resuscitation",43,100,"100%"
"2584","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2014–15","Resuscitation",32,100,"100%"
"2585","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2015–16","Resuscitation",29,100,"100%"
"2586","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2016–17","Resuscitation",34,100,"100%"
"2587","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2017–18","Resuscitation",38,100,"100%"
"2588","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2018–19","Resuscitation",67,100,"100%"
"2589","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2019–20","Resuscitation",51,100,"100%"
"2590","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2011–12","Semi-Urgent",12850,68,"71%"
"2591","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2012–13","Semi-Urgent",12083,68,"74%"
"2592","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2013–14","Semi-Urgent",11698,73,"75%"
"2593","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2014–15","Semi-Urgent",11176,77,"74%"
"2594","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2015–16","Semi-Urgent",10950,72,"73%"
"2595","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2016–17","Semi-Urgent",10344,73,"73%"
"2596","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2017–18","Semi-Urgent",10403,73,"73%"
"2597","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2018–19","Semi-Urgent",9777,69,"73%"
"2598","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2019–20","Semi-Urgent",9894,73,"75%"
"2599","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2011–12","Urgent",8627,77,"70%"
"2600","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2012–13","Urgent",8365,74,"74%"
"2601","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2013–14","Urgent",8577,79,"75%"
"2602","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2014–15","Urgent",9115,84,"74%"
"2603","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2015–16","Urgent",9021,80,"71%"
"2604","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2016–17","Urgent",9094,82,"71%"
"2605","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2017–18","Urgent",10012,79,"70%"
"2606","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2018–19","Urgent",10002,75,"68%"
"2607","South West Healthcare [Warrnambool]","Hospital","Vic","Large regional hospitals","2019–20","Urgent",10156,79,"70%"
"2608","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2011–12","Emergency",4949,68,"79%"
"2609","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2012–13","Emergency",4697,73,"81%"
"2610","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2013–14","Emergency",4268,78,"83%"
"2611","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2014–15","Emergency",5110,66,"80%"
"2612","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2015–16","Emergency",8028,69,"77%"
"2613","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2016–17","Emergency",8866,71,"79%"
"2614","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2017–18","Emergency",9544,69,"77%"
"2615","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2018–19","Emergency",10062,68,"75%"
"2616","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2019–20","Emergency",9755,63,"71%"
"2617","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2011–12","Non-Urgent",2979,80,"91%"
"2618","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2012–13","Non-Urgent",3803,82,"92%"
"2619","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2013–14","Non-Urgent",6243,81,"92%"
"2620","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2014–15","Non-Urgent",7214,75,"91%"
"2621","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2015–16","Non-Urgent",6517,75,"91%"
"2622","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2016–17","Non-Urgent",6410,72,"90%"
"2623","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2017–18","Non-Urgent",4081,70,"90%"
"2624","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2018–19","Non-Urgent",4735,72,"89%"
"2625","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2019–20","Non-Urgent",7628,76,"90%"
"2626","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2011–12","Resuscitation",78,100,"99%"
"2627","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2012–13","Resuscitation",101,100,"100%"
"2628","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2013–14","Resuscitation",109,100,"100%"
"2629","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2014–15","Resuscitation",238,100,"99%"
"2630","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2015–16","Resuscitation",620,100,"100%"
"2631","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2016–17","Resuscitation",662,100,"100%"
"2632","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2017–18","Resuscitation",713,100,"100%"
"2633","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2018–19","Resuscitation",798,100,"100%"
"2634","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2019–20","Resuscitation",786,100,"100%"
"2635","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2011–12","Semi-Urgent",28848,66,"69%"
"2636","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2012–13","Semi-Urgent",30911,66,"71%"
"2637","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2013–14","Semi-Urgent",34729,63,"74%"
"2638","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2014–15","Semi-Urgent",32711,56,"73%"
"2639","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2015–16","Semi-Urgent",33845,53,"72%"
"2640","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2016–17","Semi-Urgent",33998,51,"73%"
"2641","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2017–18","Semi-Urgent",31074,45,"72%"
"2642","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2018–19","Semi-Urgent",27882,48,"71%"
"2643","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2019–20","Semi-Urgent",30691,51,"74%"
"2644","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2011–12","Urgent",20169,65,"67%"
"2645","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2012–13","Urgent",20340,66,"66%"
"2646","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2013–14","Urgent",19213,64,"68%"
"2647","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2014–15","Urgent",21081,55,"66%"
"2648","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2015–16","Urgent",24427,55,"65%"
"2649","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2016–17","Urgent",26568,51,"65%"
"2650","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2017–18","Urgent",29662,42,"63%"
"2651","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2018–19","Urgent",31300,43,"63%"
"2652","Sunshine Hospital","Hospital","Vic","Medium metropolitan hospitals","2019–20","Urgent",32541,42,"67%"
"2653","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2011–12","Emergency",4966,83,"80%"
"2654","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2012–13","Emergency",5307,84,"83%"
"2655","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2013–14","Emergency",6279,86,"85%"
"2656","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2014–15","Emergency",6610,83,"83%"
"2657","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2015–16","Emergency",7611,74,"83%"
"2658","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2016–17","Emergency",7895,62,"81%"
"2659","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2017–18","Emergency",8552,71,"80%"
"2660","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2018–19","Emergency",9481,61,"79%"
"2661","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2019–20","Emergency",9935,56,"77%"
"2662","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2011–12","Non-Urgent",2860,90,"88%"
"2663","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2012–13","Non-Urgent",2982,92,"90%"
"2664","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2013–14","Non-Urgent",2227,91,"91%"
"2665","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2014–15","Non-Urgent",2469,92,"92%"
"2666","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2015–16","Non-Urgent",2585,89,"92%"
"2667","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2016–17","Non-Urgent",3347,88,"91%"
"2668","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2017–18","Non-Urgent",3398,90,"91%"
"2669","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2018–19","Non-Urgent",3687,89,"91%"
"2670","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2019–20","Non-Urgent",3973,89,"92%"
"2671","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2011–12","Resuscitation",363,100,"100%"
"2672","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2012–13","Resuscitation",343,100,"100%"
"2673","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2013–14","Resuscitation",447,100,"100%"
"2674","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2014–15","Resuscitation",431,100,"100%"
"2675","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2015–16","Resuscitation",546,100,"100%"
"2676","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2016–17","Resuscitation",472,100,"100%"
"2677","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2017–18","Resuscitation",452,100,"100%"
"2678","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2018–19","Resuscitation",543,100,"100%"
"2679","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2019–20","Resuscitation",551,100,"100%"
"2680","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2011–12","Semi-Urgent",19264,68,"71%"
"2681","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2012–13","Semi-Urgent",21522,73,"74%"
"2682","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2013–14","Semi-Urgent",21492,70,"75%"
"2683","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2014–15","Semi-Urgent",21657,68,"74%"
"2684","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2015–16","Semi-Urgent",20622,64,"73%"
"2685","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2016–17","Semi-Urgent",18123,67,"73%"
"2686","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2017–18","Semi-Urgent",18184,76,"73%"
"2687","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2018–19","Semi-Urgent",19590,70,"73%"
"2688","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2019–20","Semi-Urgent",20662,74,"75%"
"2689","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2011–12","Urgent",15375,61,"70%"
"2690","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2012–13","Urgent",14786,70,"74%"
"2691","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2013–14","Urgent",14942,65,"75%"
"2692","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2014–15","Urgent",14696,62,"74%"
"2693","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2015–16","Urgent",15925,56,"71%"
"2694","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2016–17","Urgent",16995,59,"71%"
"2695","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2017–18","Urgent",17930,71,"70%"
"2696","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2018–19","Urgent",20127,60,"68%"
"2697","The Bendigo Hospital","Hospital","Vic","Large regional hospitals","2019–20","Urgent",21682,63,"70%"
"2698","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2011–12","Emergency",9061,70,"81%"
"2699","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2012–13","Emergency",9616,79,"84%"
"2700","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2013–14","Emergency",11959,79,"84%"
"2701","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2014–15","Emergency",12758,70,"80%"
"2702","The Northern Hospital [Epping]","Hospital","Vic","Large metropolitan hospitals","2015–16","Emergency",13210,79,"77%"
